Product ID,Time To Sell,Customer,Returned (YES/NO)
156,832.7194524,45,NO
157,232.5102549,6,NO
158,394.530721,4,NO
159,1315.971867,29,NO
160,823.3887181,43,NO
161,301.2473492,19,NO
162,495.6360904,15,NO
163,344.1854873,12,NO
164,577.293916,23,NO
165,34068.96953,15,NO
166,126.9473414,49,NO
167,355.0318248,44,NO
168,1267.846491,5,NO
169,1358.970426,29,NO
170,73.27528455,18,NO
171,1245.993487,20,NO
172,9919.158872,13,NO
173,90.35124193,28,NO
174,2763.237758,21,NO
175,267.9744397,35,NO
176,2325.759304,27,NO
177,673.6881884,25,NO
178,189.6157169,39,NO
179,59.05746856,31,NO
180,366.9702282,23,NO
181,1304.682803,20,NO
182,1887.616059,20,NO
183,284.7221283,43,NO
184,667.646632,25,NO
185,340.7085051,23,NO
186,1207.848208,36,NO
187,1392.529977,15,NO
188,1139.343303,42,NO
189,14.84707105,31,NO
190,339.9928491,19,NO
191,1705.54159,14,NO
192,4969.190984,25,NO
193,2519.850383,32,NO
194,107.563677,14,YES
195,1719.020505,9,NO
196,47.76958165,42,YES
197,1150.730376,25,NO
198,7355.170581,9,YES
199,543.8538528,14,NO
200,389.7325678,7,YES
201,863.5900441,31,NO
202,2310.056278,22,NO
203,1720.037929,38,NO
204,896.4921919,47,NO
205,2037.124382,4,NO
206,957.6777066,39,NO
207,6609.97239,36,NO
208,46.11751634,6,NO
209,1633.606212,17,NO
210,2335.596635,48,NO
211,425.173264,29,NO
212,283.0078054,15,NO
213,4375.566652,24,NO
214,2891.111351,42,NO
215,1969.850616,16,NO
216,69.33247142,26,NO
217,2310.676385,45,NO
218,1875.845906,14,NO
219,1157.066072,28,NO
220,3889.887927,33,NO
221,7573.521819,42,NO
222,1397.726678,28,NO
223,664.5414156,21,NO
224,136.4875183,28,NO
225,1777.13915,10,NO
226,1813.783483,8,NO
227,801.8602968,7,NO
228,165.9398712,25,NO
229,134.2465702,14,NO
230,1788.217963,9,NO
231,804.82237,39,NO
232,249.3637304,33,NO
233,1522.136894,43,NO
234,941.7851721,28,NO
235,147.4502713,46,NO
236,73.05268788,19,NO
237,341.6829794,25,NO
238,438.5177415,36,NO
239,631.1691862,12,NO
240,967.8733807,30,NO
241,970.1218502,4,NO
242,400.962619,45,NO
243,1596.478611,8,NO
244,1398.985133,34,NO
245,1631.152681,39,NO
246,794.2794941,12,NO
247,412.1701229,39,NO
248,2970.645918,8,NO
249,1689.358401,13,NO
250,5160.349487,46,NO
251,653.0709226,30,NO
252,244.4615523,9,NO
253,1551.8373,35,NO
254,1798.357234,49,NO
255,1423.492389,21,NO
256,658.4280718,33,NO
257,1235.111232,31,NO
258,6352.611008,30,NO
259,1819.942635,2,NO
260,419.1394084,3,NO
261,4336.250071,2,NO
262,526.6086908,18,NO
263,857.4905791,5,NO
264,1837.425852,25,NO
265,1685.411402,18,NO
266,988.0616659,24,NO
267,13819.14299,31,NO
268,645.3139859,38,NO
269,533.9028728,17,NO
270,583.4148749,27,NO
271,96.9202149,4,NO
272,128.0811191,32,NO
273,1424.406989,2,NO
274,833.6560424,21,NO
275,232.2063513,47,NO
276,77.10780394,35,NO
277,1036.565909,8,NO
278,1167.467176,50,NO
279,732.9084098,29,NO
280,9689.139427,13,NO
281,35.63774942,27,NO
282,742.2571837,33,NO
283,241.0119591,22,NO
284,653.351353,17,NO
285,1049.505213,27,NO
286,454.814185,45,NO
287,614.4694419,30,NO
288,1185.862429,33,NO
289,347.170773,41,NO
290,7190.853942,38,NO
291,289.7427836,13,NO
292,904.4674644,17,NO
293,2092.16111,29,NO
294,5707.606593,38,NO
295,2937.311309,36,NO
296,1857.298852,12,NO
297,9401.102557,8,NO
298,1006.35159,27,NO
299,3997.224217,11,NO
300,1090.251932,22,NO
301,1139.936226,21,NO
302,3649.613761,36,NO
303,592.7287907,42,NO
304,1105.907599,13,NO
305,1971.831232,14,NO
306,1677.48025,38,NO
307,4670.67283,39,NO
308,3929.445656,47,YES
309,8523.060716,22,YES
310,3477.969691,19,NO
311,7944.715263,37,NO
312,1855.061388,45,NO
313,4379.744167,19,NO
314,3191.956245,10,NO
315,528.7266334,6,NO
316,4750.413458,16,YES
317,23581.52038,13,NO
318,1139.104221,15,NO
319,355.3756912,16,NO
320,806.1215592,31,NO
321,146.8504267,2,NO
322,1050.033475,3,NO
323,5906.458205,14,NO
324,1680.132369,49,NO
325,717.8601805,11,NO
326,2032.81074,35,NO
327,1936.460098,8,NO
328,2807.060205,6,NO
329,58.03367071,17,NO
330,709.8885572,31,NO
331,2561.409686,37,NO
332,4612.559029,35,NO
333,3673.164036,14,NO
334,3927.254874,18,NO
335,5191.962434,7,NO
336,4000.653929,14,NO
337,4891.012724,16,NO
338,2627.638776,1,NO
339,3106.39258,11,NO
340,4973.96677,40,NO
341,1687.545929,12,NO
342,0.653033084,33,NO
343,1163.069807,15,NO
344,4839.55799,48,NO
345,8164.21763,32,NO
346,25733.80199,17,NO
347,2831.252921,16,NO
348,314.6259148,35,NO
349,44.34237055,43,NO
350,4114.56754,14,NO
351,13.49354458,19,NO
352,233326.2042,24,NO
353,5047.591988,32,NO
354,4200.212296,47,NO
355,1352.926043,46,NO
356,5132.651916,18,NO
357,1979.186638,3,NO
358,13076.5073,32,NO
359,1487.789302,30,NO
360,2035.310389,42,NO
361,5173.314726,45,NO
362,7278.824497,11,NO
363,734.0164535,21,NO
364,3072.51639,30,NO
365,3802.68845,19,NO
366,539.2486952,23,NO
367,1696.863871,43,NO
368,1203.354076,33,NO
369,9279.216781,23,NO
370,5471.708444,36,NO
371,3871.505593,7,NO
372,10343.34132,24,NO
373,5110.847765,1,NO
374,1627.050993,26,NO
375,531.9855908,25,NO
376,5033.253947,16,NO
377,2926.622467,27,NO
378,329.8724638,44,NO
379,1415.872247,27,NO
380,3343.396975,45,NO
381,86.02253594,39,NO
382,12538.27515,26,NO
383,3957.948124,44,NO
384,2271.309728,2,NO
385,4457.560825,23,NO
386,9691.171463,31,NO
387,2602.454139,8,NO
388,2519.993686,48,NO
389,521.4867405,31,NO
390,2279.805731,20,NO
391,4407.954334,40,NO
392,1500.836889,1,NO
393,4475.546734,29,NO
394,4396.16121,44,NO
395,6719.529916,31,NO
396,239.6580771,25,NO
397,2472.796665,12,NO
398,480.2504339,9,NO
399,952.5327493,42,NO
400,1482.54044,4,NO
401,12672.26527,49,NO
402,5657.569168,37,NO
403,1394.559928,27,NO
404,2649.714742,10,NO
405,15554.34559,48,NO
406,4330.859179,9,NO
407,4776.644868,13,NO
408,13423.10557,21,NO
409,2191.053075,14,NO
410,2342.97382,17,NO
411,1747.322857,36,NO
412,3050.498149,46,NO
413,909.4258347,24,NO
414,2477.233768,24,NO
415,2032.849211,6,NO
416,1648.11931,27,NO
417,2839.879277,27,NO
418,26.61639509,12,NO
419,933.5406741,30,NO
420,2318.655881,5,NO
421,5918.99213,31,NO
422,958.2367086,46,NO
423,2126.598027,2,NO
424,2998.618317,43,NO
425,9464.486251,29,NO
426,3936.418231,7,YES
427,4626.498351,20,YES
428,18910.48609,22,NO
429,1269.253561,28,NO
430,4162.882385,2,YES
431,2850.372675,11,NO
432,98.44237635,28,NO
433,230.4552495,50,NO
434,1308.499621,5,YES
435,5202.071088,45,YES
436,68.65422305,46,YES
437,37706.31611,13,YES
438,2985.399061,48,NO
439,3582.684605,9,NO
440,9594.114621,35,NO
441,3233.227316,47,NO
442,20160.81669,9,NO
443,4856.805665,27,NO
444,3454.266706,42,NO
445,3244.23437,35,NO
446,313.8772945,2,NO
447,5532.097574,45,NO
448,3772.117947,4,NO
449,617.0069467,36,NO
450,36179.50754,10,NO
451,2054.152788,4,NO
452,1824.301165,9,NO
453,5793.579166,36,NO
454,205.0223195,3,NO
455,177.2372481,39,NO
456,1949.657628,48,NO
457,1407.200612,14,NO
458,73.26136173,43,NO
459,2259.804456,19,NO
460,71.68725094,9,NO
461,4727.905401,23,NO
462,16941.9596,7,NO
463,4290.829948,38,NO
464,1894.485241,23,NO
465,34285.03338,37,NO
466,6247.319272,8,NO
467,6953.535558,36,NO
468,2943.576839,2,NO
469,2291.230911,2,NO
470,3769.239797,34,NO
471,318.3949259,14,NO
472,876.6403816,27,NO
473,483.5992469,43,NO
474,17640.04642,7,NO
475,9.854693278,17,NO
476,17794.25814,48,NO
477,8421.47912,5,NO
478,11697.86264,11,NO
479,6079.929529,17,NO
480,2419.277836,20,NO
481,10733.13693,15,NO
482,1450.096467,4,NO
483,2548.811122,23,NO
484,1487.092657,32,NO
485,1208.99645,4,NO
486,892.7907152,37,NO
487,3351.738315,4,NO
488,904.2171771,23,NO
489,9676.108559,15,NO
490,2702.063489,7,NO
491,11456.81542,2,NO
492,7478.183485,19,NO
493,11023.76313,37,NO
494,581.4179682,4,NO
495,688.503698,16,NO
496,19883.13448,5,NO
497,20103.68244,48,NO
498,1010.185072,27,NO
499,1887.023516,29,NO
500,442.8984198,3,NO
501,3050.891615,29,NO
502,41533.88488,47,NO
503,1018.469442,10,NO
504,1546.711347,33,NO
505,1439.60263,37,NO
506,3063.44415,28,NO
507,5996.737852,34,NO
508,11417.96351,8,NO
509,2077.715202,8,NO
510,1350.500299,19,NO
511,328.8492456,19,NO
512,86.42433985,21,NO
513,1422.260805,25,NO
514,337.6812424,18,NO
515,1789.250666,32,NO
516,8093.710882,7,NO
517,1521.509044,16,NO
518,360.6961597,9,NO
519,1491.348162,7,NO
520,1685.062926,37,NO
521,961.4654741,45,NO
522,1992.16893,41,NO
523,928.4489802,6,NO
524,333.2893189,45,NO
525,5987.649457,22,NO
526,350.2525523,38,NO
527,1778.973929,22,NO
528,1390.367824,42,NO
529,8221.483127,47,NO
530,5714.308207,20,NO
531,4479.445793,2,NO
532,1188.52607,8,NO
533,5888.150758,3,NO
534,6925.012842,41,NO
535,676.3190131,21,NO
536,827.1295899,40,NO
537,11337.45181,32,NO
538,6751.782627,24,NO
539,3539.595103,24,NO
540,7459.391309,36,NO
541,61.25352243,35,NO
542,12411.54796,48,NO
543,833.398256,1,NO
544,2736.715842,7,NO
545,3026.833743,29,NO
546,2451.676657,38,NO
547,16932.67299,17,NO
548,806.2071186,11,YES
549,9789.071847,27,YES
550,319.0389553,41,YES
551,2492.9675,14,YES
552,236.9820494,38,YES
553,2205.823469,30,YES
554,149.086777,7,YES
555,15164.20082,48,YES
556,1570.992998,45,NO
557,1253.870967,49,YES
558,3315.396613,29,YES
559,1487.635166,2,NO
560,5669.965092,9,NO
561,15286.00722,33,NO
562,2160.741098,41,NO
563,6617.964405,42,NO
564,2451.901675,24,NO
565,4383.451626,44,NO
566,4877.886374,28,NO
567,6752.336811,21,NO
568,3065.58554,4,NO
569,15867.04177,7,NO
570,2800.619904,17,NO
571,2610.619689,34,NO
572,17388.31906,24,NO
573,5866.076758,28,NO
574,1590.172863,49,NO
575,1687.133548,41,NO
576,1310.387239,35,NO
577,155184.2099,31,NO
578,1518.363768,41,NO
579,11464.75304,7,NO
580,5941.146035,29,NO
581,879.4176422,37,NO
582,23047.15701,16,NO
583,6237.982439,49,NO
584,3444.052781,42,NO
585,2344.549311,9,NO
586,1400.379963,17,NO
587,4533.716754,25,NO
588,731.4264132,44,NO
589,5109.917539,21,NO
590,3382.360308,18,NO
591,12538.89906,4,NO
592,4230.193576,24,NO
593,9216.844287,41,NO
594,3624.960165,34,NO
595,8083.772556,35,NO
596,2157.096521,5,NO
597,1634.742282,20,NO
598,2220.236778,13,NO
599,23304.41461,24,NO
600,3443.433224,14,NO
601,480.8088543,16,NO
602,52946.69266,31,NO
603,2315.151042,8,NO
604,1656.163924,44,NO
605,2249.899588,7,NO
606,7780.200445,28,NO
607,1478.484363,33,NO
608,3110.410694,14,NO
609,357.0221701,38,NO
610,49.43622201,30,NO
611,2951.001997,28,NO
612,4023.549358,22,NO
613,3305.085663,5,NO
614,7907.983336,41,NO
615,3923.637185,37,NO
616,3572.032199,7,NO
617,219.8689899,39,NO
618,4670.323958,39,NO
619,798.2628433,49,NO
620,6898.098003,16,NO
621,292.8195802,13,NO
622,4435.377042,34,NO
623,509.2585255,26,NO
624,3726.232861,35,NO
625,958.2461157,17,NO
626,1256.362161,45,NO
627,2912.11369,29,NO
628,2205.636105,9,NO
629,37119.0332,16,NO
630,1749.671262,36,NO
631,3915.007791,5,NO
632,9073.438012,19,NO
633,18236.12798,24,NO
634,5541.731906,21,NO
635,170.5583126,39,NO
636,12789.01075,15,NO
637,11661.20735,18,NO
638,1465.452388,37,NO
639,429.0038449,3,NO
640,1680.594519,16,NO
641,480.4987621,44,NO
642,12661.9919,15,NO
643,3514.824509,48,NO
644,310.8808579,36,NO
645,604.7810966,36,NO
646,31998.21257,37,NO
647,1867.794141,43,NO
648,11595.37982,28,NO
649,5433.437552,33,NO
650,12055.15484,46,YES
651,3157.977945,34,NO
652,2070.230326,38,NO
653,12717.80521,46,YES
654,1572.906256,25,YES
655,1626.541631,48,NO
656,8960.310869,16,YES
657,11565.57553,45,YES
658,20891.3993,42,YES
659,8902.73355,7,YES
660,1133.043402,38,NO
661,391.6502112,49,NO
662,231.2970687,27,NO
663,5871.917407,17,NO
664,1147.245097,15,NO
665,1907.052309,40,NO
666,2521.852007,13,NO
667,7489.590297,38,NO
668,1232.146817,34,NO
669,5759.136485,30,NO
670,21948.78895,27,NO
671,8241.80577,41,NO
672,8135.22865,19,NO
673,973.4805636,23,NO
674,1344.016756,11,NO
675,1156.041088,28,NO
676,2779.930659,42,NO
677,1009.725411,49,NO
678,4162.529235,3,NO
679,441.59164,16,NO
680,634.3457122,37,NO
681,1810.637958,39,NO
682,2952.532712,2,NO
683,17788.68191,9,NO
684,2132.075338,26,NO
685,7241.581948,40,NO
686,4722.628787,3,NO
687,6367.766126,49,NO
688,11805.05631,32,NO
689,4631.839226,24,NO
690,1844.711818,25,NO
691,277.4564233,33,NO
692,420.5446359,49,NO
693,1306.41417,12,NO
694,6657.882038,19,NO
695,1746.039554,4,NO
696,2819.10291,40,NO
697,7133.135531,2,NO
698,1772.196267,18,NO
699,7541.953768,13,NO
700,5041.660954,40,NO
701,12413.425,9,NO
702,811.9993306,6,NO
703,2883.272403,24,NO
704,1161.594961,2,NO
705,1566.669732,34,NO
706,2046.806967,30,NO
707,6323.773909,29,NO
708,691.8213475,9,NO
709,2594.626363,28,NO
710,7733.568104,37,NO
711,624.0223607,8,NO
712,2929.900493,45,NO
713,1739.317987,24,NO
714,6368.96888,47,NO
715,1290.056874,17,NO
716,18850.87678,14,NO
717,1270.479205,27,NO
718,7015.141413,34,NO
719,833.9026099,1,NO
720,1748.051329,14,NO
721,1168.580309,33,NO
722,6136.097762,16,NO
723,2174.65874,25,NO
724,9112.623283,40,NO
725,39604.2196,30,NO
726,820.6610205,39,NO
727,642.1786471,36,NO
728,6433.187143,13,NO
729,2235.451783,4,NO
730,34038.34742,1,NO
731,7721.876451,12,NO
732,3609.105162,24,NO
733,14630.28612,31,NO
734,1812.484842,49,NO
735,4854.666998,5,NO
736,3430.183267,40,NO
737,3953.489962,23,NO
738,1662.46806,24,NO
739,95.93873277,9,NO
740,32615.38833,29,NO
741,6815.248651,43,NO
742,31345.59067,24,NO
743,11457.77701,15,NO
744,6749.178896,5,NO
745,497.8039691,25,NO
746,918.6428202,47,NO
747,5072.964634,2,NO
748,724.5043765,17,NO
749,3169.17293,31,NO
750,12996.86487,28,NO
751,567.7960307,20,NO
752,6617.148405,10,NO
753,10057.77373,16,NO
754,187.6862752,3,NO
755,2294.76083,44,NO
756,1624.353947,24,NO
757,1879.160885,38,NO
758,1437.268166,16,NO
759,9087.275989,10,NO
760,1588.874758,29,NO
761,9449.028353,40,NO
762,706.7317894,28,YES
763,5093.584415,27,NO
764,71.51549899,34,YES
765,7941.965204,9,YES
766,25952.22361,6,YES
767,1926.134963,35,NO
768,2809.489172,32,YES
769,1645.129824,17,NO
770,1425.65352,40,YES
771,5663.84071,9,NO
772,1323.314992,44,NO
773,2805.493413,36,NO
774,4768.93732,3,NO
775,17989.8563,8,NO
776,3141.547985,28,NO
777,3460.408403,6,NO
778,1138.598186,31,NO
779,131.7851395,4,NO
780,6762.34657,13,NO
781,2518.087549,19,NO
782,2853.65964,10,NO
783,5914.469269,49,NO
784,5680.648333,33,NO
785,25687.45441,38,NO
786,1802.473096,40,NO
787,6395.489885,21,NO
788,52081.37277,21,NO
789,4733.529021,11,NO
790,14897.40684,13,NO
791,9673.263295,44,NO
792,13485.16967,27,NO
793,112.9031543,7,NO
794,4477.971155,20,NO
795,8624.737438,42,NO
796,10612.2596,33,NO
797,2804.710876,4,NO
798,2491.720159,22,NO
799,5632.662062,44,NO
800,21574.31945,9,NO
801,27120.46486,23,NO
802,6368.427728,14,NO
803,29795.05171,39,NO
804,22448.01872,38,NO
805,6828.170987,11,NO
806,437.1089638,4,NO
807,10122.50814,17,NO
808,2062.520063,12,NO
809,17700.10177,14,NO
810,2656.45724,47,NO
811,1640.185989,28,NO
813,5574.86438,4,NO
814,2386.093535,23,NO
815,4637.349418,10,NO
816,2687.514805,31,NO
817,7863.111139,31,NO
818,3861.28906,16,NO
819,790.9899406,22,NO
820,11564.72254,31,NO
821,1252.840994,24,NO
822,13201.4035,10,NO
823,1594.573386,4,NO
824,4864.798229,41,NO
825,2.849815142,28,NO
826,1177.197863,19,NO
827,30975.51137,26,NO
828,2979.973563,20,NO
829,24940.32095,5,NO
830,347.267533,20,NO
831,7456.087427,30,NO
832,3504.717342,14,NO
833,17783.28823,43,NO
834,491.9336551,11,NO
835,2460.653226,34,NO
836,726.8652946,27,NO
837,7596.464655,37,NO
838,1737.973054,15,NO
839,4130.100445,42,NO
840,4801.405031,35,NO
841,5586.099727,47,NO
842,1965.025034,49,NO
843,7506.631429,10,NO
844,343.8507279,3,NO
845,290.4467316,19,NO
846,8648.125216,31,NO
847,10161.15969,43,NO
848,7488.538439,17,NO
849,178.7366313,28,NO
850,8755.885538,35,NO
851,8315.619038,5,NO
852,4497.669052,25,NO
853,1560.666504,37,NO
854,9471.777953,38,NO
855,16264.51256,44,NO
856,1397.290312,37,NO
857,4074.46291,17,NO
858,1825.329612,41,NO
859,9857.492819,43,NO
860,3150.526183,16,NO
861,20359.84868,28,NO
862,13685.77979,41,NO
863,3030.642434,24,NO
864,218.0447737,3,NO
865,45102.48124,32,NO
866,3947.57281,23,NO
867,34984.28648,39,NO
868,8330.880372,7,NO
869,12284.24387,47,NO
870,1156.713446,6,NO
871,10827.11827,24,YES
872,3734.74839,20,YES
873,5991.871485,30,YES
874,1878.330183,46,NO
875,683.6173727,35,NO
876,353.282484,20,NO
877,2441.217396,34,NO
878,11490.32819,24,NO
879,2672.099656,18,YES
880,15418.03539,13,YES
881,19954.83109,35,NO
882,4680.954867,14,NO
883,570.6692687,21,NO
884,9137.437909,8,NO
885,9197.631726,4,NO
886,714.2547238,45,NO
887,4718.835147,30,NO
888,15619.47604,36,NO
889,9098.381538,39,NO
890,1253.929143,41,NO
891,33524.5547,41,NO
892,659.698692,36,NO
893,22876.61789,46,NO
894,42342.05995,32,NO
895,374.8466333,14,NO
896,12085.2774,14,NO
897,3079.740518,50,NO
898,8320.934944,48,NO
899,24835.92843,45,NO
900,204.0721888,14,NO
901,23227.61573,13,NO
902,3053.000882,46,NO
903,3364.208795,1,NO
904,17279.524,26,NO
905,10778.84837,48,NO
906,10000.35538,46,NO
907,2371.214618,37,NO
908,9980.468992,12,NO
909,12360.55381,17,NO
910,4784.27799,33,NO
911,8848.799501,35,NO
912,143.6529087,25,NO
913,2729.197927,43,NO
914,932.7730492,33,NO
915,524.3413975,44,NO
916,25073.36224,9,NO
917,1650.852447,24,NO
918,5486.890967,35,NO
919,5322.493651,22,NO
920,9581.851474,7,NO
921,2316.763674,49,NO
922,29601.6419,42,NO
923,3200.683468,15,NO
924,1981.561072,10,NO
925,2045.315998,41,NO
926,5998.094303,2,NO
927,3112.350034,38,NO
928,35801.1331,9,NO
929,17162.35114,22,NO
930,9340.486232,14,NO
931,7814.654637,2,NO
932,8513.331771,14,NO
933,28.72176015,16,NO
934,1875.723332,36,NO
935,1678.318467,12,NO
936,3559.374975,35,NO
937,12073.85552,45,NO
938,2023.097909,27,NO
939,9921.711635,41,NO
940,19863.86464,5,NO
941,14422.70506,30,NO
942,3119.704363,36,NO
943,1112.489324,15,NO
944,2002.428438,11,NO
945,8635.161053,25,NO
946,1060.92186,13,NO
947,21572.96643,18,NO
948,1224.865505,43,NO
949,483.4601162,36,NO
950,12404.50459,13,NO
951,9156.61836,37,NO
952,22255.43967,36,NO
953,87766.38962,50,NO
954,82.11204686,28,NO
955,5310.917522,41,NO
956,1390.033282,38,NO
957,10322.65129,6,NO
958,2983.438664,4,NO
959,3521.753393,27,NO
960,5857.778362,40,NO
961,19872.47113,29,NO
962,10355.52722,36,NO
963,7046.780396,24,NO
964,1516.347707,10,NO
965,1165.189811,5,NO
966,5343.394013,37,NO
967,2771.178879,26,NO
968,1156.645416,19,NO
969,1055.687606,32,NO
970,4517.365783,44,NO
971,7745.628231,46,YES
972,3201.646175,40,NO
973,16395.67309,49,YES
974,8171.824112,47,NO
975,1037.601906,41,YES
976,9702.556388,12,YES
977,13566.54919,5,NO
978,420.3164362,30,YES
979,2770.008499,4,NO
981,11155.93211,37,NO
982,1670.668391,44,NO
983,8179.34782,30,NO
984,228.1175862,5,NO
985,8552.80605,6,NO
986,12899.08935,12,NO
987,8253.199283,17,NO
988,2500.71631,11,NO
989,6272.356514,41,NO
990,35331.22426,12,NO
991,35607.20182,39,NO
992,1682.908332,43,NO
993,4779.941704,40,NO
994,9861.870042,31,NO
995,10855.89142,35,NO
996,134.6893682,5,NO
997,18493.60628,22,NO
998,37744.32936,36,NO
999,253.9053447,6,NO
1000,29891.37717,4,NO
1001,171.9511878,37,NO
1002,1778.176975,9,NO
1003,20470.12449,43,NO
1004,13528.24163,19,NO
1005,10359.15916,8,NO
1006,12705.22633,14,NO
1007,4294.555196,36,NO
1008,1901.00821,38,NO
1009,20085.39645,46,NO
1010,2811.218163,21,NO
1011,22071.18381,20,NO
1012,8410.411974,20,NO
1013,4939.402186,7,NO
1014,2021.946881,37,NO
1015,35794.78794,20,NO
1016,633.460034,29,NO
1017,3423.026613,19,NO
1018,20434.04794,3,NO
1019,180.0310461,5,NO
1020,2016.894659,9,NO
1021,5072.261412,19,NO
1022,3126.497301,21,NO
1023,10477.08752,22,NO
1024,421.80439,4,NO
1025,10501.23644,18,NO
1026,2391.196588,49,NO
1027,6957.457227,38,NO
1028,11188.53766,4,NO
1029,9656.331293,22,NO
1030,90.26470741,40,NO
1031,5349.621526,42,NO
1032,16069.32434,27,NO
1033,17930.30674,39,NO
1034,3793.053066,16,NO
1035,5718.346944,47,NO
1036,1762.545528,22,NO
1037,4398.812458,32,NO
1038,471.4593745,45,NO
1039,124627.8819,43,NO
1040,22869.96067,49,NO
1041,10642.02545,26,NO
1042,4928.147061,23,NO
1043,13183.82332,36,NO
1044,6407.719645,7,NO
1045,112067.3783,14,NO
1046,12791.84786,29,NO
1047,10789.31963,20,NO
1048,26414.76523,23,NO
1049,15196.30431,10,NO
1050,5998.385283,31,NO
1051,805.1304607,43,NO
1052,8601.65401,48,NO
1053,71162.53461,17,NO
1054,40039.62377,23,NO
1055,1057.226484,5,NO
1056,9664.150449,6,NO
1057,9713.909844,32,NO
1058,22983.03952,16,NO
1059,11985.78012,11,NO
1060,8978.893994,27,NO
1061,3272.742278,21,NO
1062,7239.533896,5,NO
1063,6294.75001,33,NO
1064,20487.11132,11,NO
1065,44760.83311,48,NO
1066,8506.119841,33,NO
1067,41600.61087,37,NO
1068,6829.543346,4,NO
1069,21154.4847,12,NO
1070,142.1696045,31,NO
1071,20935.43853,22,NO
