Product ID,Box RFID,Assembly Time,Wait for Assembly,Package Time,Wait for Package,Glue Time,Wait for Glue,Glue Amount,Shift,Production_Time (h),Energy_Consumption
111,4,6.060633314,1.503050479,2.543297192,0,3.354209306,0,1.048986134,5,32.92330098,5.839964643
112,4,5.732911466,2.638629775,2.907508444,2.543297192,3.971335539,3.354209306,0.662684419,5,33.00538521,7.922126339
113,4,4.505446136,3.446487222,3.068144053,5.450805636,2.58882251,7.325544845,1.663551142,5,33.08746945,7.711754452
114,4,5.624116915,1.385194668,3.515571063,8.518949689,4.02685673,9.914367355,1.054526383,5,33.19691509,7.510981014
115,4,5.639629461,0.442572892,3.513187723,12.03452075,2.335405306,13.94122408,0.593190226,5,33.30636074,7.043163044
116,4,5.136436051,1.157148335,2.394920244,15.54770847,3.033935517,16.27662939,1.047365709,5,33.38844497,8.849371242
117,4,4.717441714,1.368530368,3.63051597,17.94262872,3.804547513,19.31056491,0.704413466,5,33.4705292,5.80111251
118,4,5.044683516,1.160918064,3.175385451,21.57314469,4.217507394,23.11511242,1.256178552,5,33.55261344,6.250543044
119,4,4.746447247,1.280547562,2.495602512,24.74853014,2.88455089,27.33261981,1.043064089,5,33.63469767,5.360439921
120,4,3.752924045,1.101940791,2.760581123,27.24413265,2.018868193,30.2171707,0.641856508,5,33.71678191,8.192937157
121,4,4.236447745,0,3.2808081,0,2.301530839,0,0.623090922,5,33.79886614,9.014925982
122,4,6.404497001,0,2.761918523,3.2808081,1.793457058,2.301530839,0.92193822,5,33.88095037,6.467342901
123,4,6.489562589,1.479442983,3.035185086,6.042726624,2.49936999,4.094987897,1.633992268,5,33.96303461,7.368826611
124,4,6.009896004,3.043951554,3.457268522,9.077911709,2.299750479,6.594357887,0.9689459,5,34.04511884,9.011957821
125,4,4.952692411,4.12879354,2.775192125,12.53518023,3.123149416,8.894108367,1.539669521,5,34.12720307,7.249082734
126,4,4.199915743,4.156431934,2.605123676,15.31037236,3.74235511,12.01725778,0.320258927,5,34.20928731,6.111158966
127,4,5.039883432,3.431293659,2.72339393,17.91549603,2.238348389,15.75961289,1.050303281,5,34.29137154,5.873098844
128,4,4.451436049,3.546123073,3.435893873,20.63888996,3.835679555,17.99796128,1.637878873,5,34.37345577,7.496802055
129,4,5.201653396,3.072505105,2.471415143,24.07478383,3.053631463,21.83364084,0.403496367,5,34.45554001,7.846620671
130,4,5.49638178,3.349104483,3.535931122,26.54619898,3.31079733,24.8872723,1.130328231,5,34.53762424,6.247146117
131,4,6.202538118,3.920432245,3.614579456,0,2.624788344,0,0.613379101,5,34.61970848,7.419100265
132,4,5.322864653,5.197916346,4.19705548,3.614579456,2.915361127,2.624788344,1.311850361,5,34.70179271,7.880490094
133,4,3.815105118,5.595726981,2.870691865,7.811634935,3.824270005,5.540149471,1.32156241,5,34.78387694,8.324253161
134,4,5.970089899,4.485778081,3.330414725,10.6823268,3.215423726,9.364419477,1.101233122,5,34.86596118,7.042178191
135,4,4.83363619,0,3.253034997,14.01274153,2.067184068,12.5798432,0.647897265,6,42.97540682,6.781025911
136,5,5.667098289,0,2.780526958,17.26577652,3.032612179,14.64702727,0.915428858,6,43.05749105,6.746011674
137,5,4.374530916,0,3.557936122,20.04630348,3.288225808,17.67963945,0.917103451,6,43.1669367,5.941737899
138,5,3.770510523,0,2.90462254,23.6042396,1.329484807,20.96786526,1.327921759,6,43.24902093,7.780849092
139,5,5.229755524,0,3.032134155,26.50886214,3.672954062,22.29735006,0.730422738,6,43.33110517,5.634959565
140,5,4.838109722,0,2.38343467,29.5409963,2.439363438,25.97030413,0.782294204,6,43.44055081,6.350442665
141,5,4.380295172,0,2.398916172,0,2.606097939,0,0.526040667,6,43.52263505,7.006826568
142,5,4.421589613,0,3.649576519,2.398916172,3.399633807,2.606097939,0.838295172,6,43.60471928,6.415632077
143,5,4.768851589,0,2.968376542,6.048492691,2.807790854,6.005731746,1.750623885,6,43.71416492,5.813702402
144,5,5.040190812,0,2.787626854,9.016869233,2.933969727,8.813522599,1.135175177,6,43.79624916,7.631071373
145,5,3.911323499,0.115136794,2.616165625,11.80449609,4.299883476,11.74749233,1.063164123,6,43.87833339,6.870749086
146,5,5.220618962,0,2.728952621,14.42066171,0.836629239,16.0473758,1.030893244,6,43.96041762,7.381037053
147,5,7.490749761,0.295564944,3.625241378,17.14961433,2.740818116,16.88400504,0.639185149,6,44.04250186,5.561479241
148,5,5.417000341,2.861260687,3.293268995,20.77485571,1.015354394,19.62482316,0.605889482,6,44.12458609,7.997700238
149,5,5.972817878,1.711522338,2.377598703,24.06812471,2.239281227,20.64017755,0.947583384,6,44.23403174,6.181307911
150,5,4.312459949,2.759286197,3.655142818,26.44572341,1.751882846,22.87945878,0.892147118,6,44.31611597,7.387226879
151,5,3.487184863,2.146692128,2.193861011,0,2.831848316,0,0.320848688,6,44.3982002,7.107179664
152,5,5.298993613,0.708822973,2.76436515,2.193861011,3.044722034,2.831848316,0.824640088,6,44.48028444,7.217313632
153,5,3.941214485,1.082762568,3.208280566,4.958226161,3.416943085,5.87657035,0.426816861,6,44.56236867,7.554400898
154,5,7.013981937,9.89E-02,2.696889128,8.166506727,2.637916182,9.293513435,0.634149787,6,44.6444529,6.520132005
155,5,5.716077077,2.187850954,1.955471575,10.86339586,3.485873357,11.93142962,0.479725178,6,44.72653714,7.473516518
156,5,5.09131698,2.978874013,2.736759306,12.81886743,2.376180424,15.41730298,0.613357641,6,44.80862137,7.498269752
157,5,5.612543148,3.145136975,3.622240381,15.55562674,3.506551985,17.7934834,1.627876652,6,44.89070561,6.608018499
158,5,3.929236522,3.832626106,3.468394052,19.17786712,3.456728429,21.30003538,0.60017157,6,44.97278984,4.733487252
159,5,6.011020933,2.83680861,2.757944677,22.64626117,3.376711871,24.75676381,1.089536438,6,45.05487407,8.539693242
160,5,6.350428357,3.922775525,2.76351344,25.40420585,3.417443454,28.13347568,0.955979526,6,45.13695831,6.756913095
161,5,4.59138781,5.348149865,2.713881124,0,2.757570667,0,0.670655309,6,45.21904254,6.03370615
162,5,3.765742917,5.014483657,2.375511026,2.713881124,3.707918559,2.757570667,0.814327099,6,45.30112677,5.949647795
163,5,5.088167571,3.855172556,2.151151701,5.089392151,2.98835198,6.465489226,1.214455563,6,45.38321101,6.657186902
164,5,3.419105961,4.018286109,2.508605927,7.240543851,2.703737406,9.453841206,0.870862493,6,45.46529524,8.630689923
165,5,6.283673103,2.512338051,2.788025865,9.749149779,3.420707646,12.15757861,0.741054295,6,45.54737947,7.564504058
166,5,5.136643847,3.870957136,2.836807149,12.53717564,2.644782833,15.57828626,1.155575086,6,45.62946371,5.019660476
167,5,5.237877302,4.082546965,3.42322739,15.37398279,2.940929309,18.22306909,1.187044162,6,45.71154794,7.139238047
168,5,5.608360649,4.39537025,2.274367603,18.79721018,4.606094169,21.1639984,1.478759592,6,45.79363218,7.739046078
169,5,4.264646088,5.07867688,2.697624858,21.07157779,2.520800565,25.77009257,1.403158229,6,45.87571641,7.273791449
170,5,5.951062804,4.418268951,2.970105763,23.76920264,2.877888034,28.29089313,0.686523583,6,45.95780064,6.449768199
171,5,5.17930837,5.444277737,3.447924577,0,2.564796096,0,1.406689324,6,46.03988488,7.484210708
172,5,3.994475951,5.698532089,2.237078989,3.447924577,2.641419007,2.564796096,0.363894799,6,46.12196911,7.920073801
173,5,5.404363762,4.767954023,2.466024883,5.685003566,2.68454046,5.206215103,0.811929381,6,46.20405334,8.737996086
174,5,3.671529923,0,3.021823537,8.15102845,4.881564955,7.890755563,0.749750797,7,53.61947091,8.397719762
175,6,4.717074061,0,3.084169785,11.17285199,1.643880582,12.77232052,0.688091292,7,53.70155514,6.311000851
176,6,3.295476403,0,3.522101953,14.25702177,2.767561005,14.4162011,0.806236069,7,53.78363938,7.131755434
177,6,5.607123572,0,2.815955279,17.77912373,3.383264724,17.1837621,0.563024262,7,53.89308502,7.618886259
178,6,5.168860418,0.682069554,2.424896666,20.595079,2.548455809,20.56702683,0.657578291,7,53.97516926,7.15536915
179,6,7.510236124,0.925875953,3.706576734,23.01997567,2.35204707,23.11548264,0.497581013,7,54.05725349,6.579680782
180,6,5.117313746,3.51105806,3.892145918,26.7265524,3.640318819,25.46752971,0.885973464,7,54.13933772,8.259019573
181,6,6.25637478,3.703317788,2.876238579,0,2.440402626,0,0.59233252,7,54.22142196,6.718602312
182,6,5.111919303,5.03463855,2.312039133,2.876238579,2.912860403,2.440402626,1.19109649,7,54.30350619,5.709589332
183,6,6.528827235,5.221503835,3.405909038,5.188277712,3.307291536,5.353263029,1.613790389,7,54.38559042,8.870033761
184,6,5.112506117,6.825277053,2.75330847,8.594186751,3.002701952,8.660554564,0.847959784,7,54.46767466,6.464835387
185,6,4.893147543,7.012729151,3.153156711,11.34749522,3.884574559,11.66325652,0.725559272,7,54.54975889,7.133075662
186,6,5.427312799,6.980822677,2.927138014,14.50065193,3.382075305,15.54783107,0.775577804,7,54.63184313,5.436028015
187,6,4.236704353,7.483081458,2.754472757,17.42778995,2.14350379,18.92990638,0.350156229,7,54.71392736,7.618271043
188,6,5.928826888,6.794731793,2.550533098,20.1822627,2.574659226,21.07341017,1.075437423,7,54.79601159,7.069788192
189,6,4.225766452,7.798504662,3.06103885,22.7327958,3.946693035,23.6480694,1.170997292,7,54.87809583,7.454378842
190,6,4.115982293,7.099217096,2.58032568,25.79383465,2.290376767,27.59476243,1.234367502,7,54.96018006,4.988351217
191,6,4.810183958,6.290145371,2.98895334,0,3.866648611,0,0.528369347,7,55.04226429,11.32082741
192,6,5.383891441,6.175275311,2.923808277,2.98895334,3.534376822,3.866648611,0.87600549,7,55.12434853,12.86274544
193,6,6.428175537,6.634112735,2.740029058,5.912761617,3.777031348,7.401025432,1.121988843,7,55.20643276,12.76183019
194,6,5.794379062,8.137234254,2.58698557,8.652790676,1.782300862,11.17805678,0.487198372,7,55.28851699,10.27107879
195,6,4.443627197,9.006559298,3.500450711,11.23977625,3.329163888,12.96035764,1.771561382,7,55.37060123,14.29357172
196,6,5.322167359,8.525132478,3.260136714,14.74022696,2.391918466,16.28952153,1.282161195,7,55.45268546,10.3794806
197,6,5.300258318,8.922245819,2.432344808,18.00036367,2.836803047,18.68144,1.266547403,7,55.5347697,11.9848021
198,6,4.230185532,9.297450119,3.510591233,20.43270848,2.571931079,21.51824304,0.758920546,7,55.61685393,12.91411984
199,6,4.639983745,5.319212287,3.326496624,23.94329971,2.574835803,24.09017412,0.831336061,7,55.75366099,12.9669888
200,6,3.799581447,5.034142014,3.107377251,27.26979634,4.089265447,26.66500993,0.782198652,7,55.83574522,12.49600166
201,6,4.842541519,3.908669444,1.83282462,0,3.37522889,40.9888225,1.483026185,7,55.91782945,12.16450178
202,6,2.596532157,3.826156945,2.180130331,1.83282462,2.762517892,44.36405139,0.662236137,7,55.99991369,11.95631651
203,6,3.266837258,1.497635084,3.133142108,4.012954951,5.072546436,47.12656928,0.607262991,8,56.08199792,6.367042042
204,6,4.013424371,0,3.376827641,7.146097059,3.700390753,52.19911572,0.517138674,8,56.16408215,6.750649647
205,6,3.395459306,0,2.937655668,10.5229247,2.436740429,55.89950647,1.030997268,8,56.24616639,6.329603501
206,6,2.953941455,0,2.719500535,13.46058037,2.799639784,58.3362469,1.28918122,8,56.35561203,6.283676664
207,6,5.555270313,0,3.06289983,16.1800809,2.281412269,61.13588668,1.532837705,8,56.43769627,5.62613631
208,6,4.170986918,0.630216295,3.735189616,19.24298073,4.378728562,63.41729895,1.525009822,8,56.5197805,7.320888657
209,6,5.100078865,0,2.90269961,22.97817035,2.622228026,67.79602751,0.923838264,9,64.2685314,7.750569322
210,7,5.95910458,0.175024847,3.236580403,25.88086996,3.397150022,70.41825554,1.567262706,9,64.35061563,6.758466135
211,7,3.900193541,1.209075409,2.831670742,0,4.953904738,21.69020864,0.806243062,9,64.43269987,7.149168102
212,7,4.167742401,0,3.058869225,2.831670742,2.705076871,26.64411338,1.199682119,9,64.54214551,6.159187183
213,7,4.374787077,0,1.879482223,5.890539968,2.674159256,29.34919025,0.708161558,9,64.62422975,6.284142662
214,7,4.871085126,0,3.04117293,7.770022191,4.258999327,32.02334951,1.613834487,9,64.73367539,8.383673013
215,7,3.757954547,0,3.114865164,10.81119512,2.445780598,36.28234884,1.34044303,9,64.81575962,6.28237134
216,7,4.647335262,0,2.582307396,13.92606029,2.50889111,38.72812943,1.381311414,9,64.89784386,6.077684647
217,7,5.093433758,0,3.608088881,16.50836768,4.559221166,41.23702054,0.913775676,9,64.97992809,6.59236183
218,7,4.067991664,0.16837974,2.980245488,20.11645656,3.126632357,45.79624171,1.087347516,9,65.06201232,6.255169808
219,7,5.263551231,0,2.705347012,23.09670205,2.443468729,48.92287407,0.772522996,9,65.14409656,6.060594625
220,7,5.386919606,0.338497213,2.51121064,25.80204906,4.422081047,51.36634279,0.493161089,9,65.22618079,6.613650695
221,7,3.164918019,0.800362801,3.567849872,0,2.962989989,0.556167232,1.428729481,9,65.30826503,6.367897188
222,7,5.995231122,0,2.517275686,3.567849872,4.016938219,3.519157222,1.739240294,9,65.41771067,6.023553326
223,7,6.391022483,1.070177104,3.517711512,6.085125558,2.362037329,7.53609544,0.988825944,9,65.4997949,7.005862182
224,7,4.331861364,2.536145568,2.789929437,9.602837071,1.409100081,9.898132769,0.978642457,9,65.58187914,6.395563184
225,7,2.287741528,0.301268241,3.736193327,12.39276651,2.512338775,11.30723285,0.355419068,9,65.69132478,8.809364307
226,7,5.322626776,0,3.0676519,16.12895983,2.438274473,13.81957163,0.840574662,9,65.77340902,6.867875591
227,7,5.241851568,0.397572758,2.581273443,19.19661173,1.877154018,16.2578461,0.515632294,9,65.85549325,6.898180696
228,7,6.625828397,0.714370308,2.132720297,21.77788518,5.177401539,18.13500012,1.552576064,9,65.93757748,7.021195897
229,7,4.804556228,2.415144687,3.360586881,23.91060547,3.330449186,23.31240166,0.655102572,9,66.01966172,7.218711527
230,7,6.129117006,2.294646897,2.55103733,27.27119235,4.856349551,26.64285084,0.380849138,9,66.10174595,5.346908774
231,7,5.539452839,3.498709884,3.45975012,24.82222969,4.702209542,0,0.560031508,9,66.18383018,7.411243906
232,7,4.350125711,4.113108705,2.832644141,28.28197981,3.810353038,4.702209542,1.04760632,9,66.26591442,7.442924335
233,7,5.082344226,3.538180398,2.980450675,31.11462395,3.816504182,8.512562579,1.529679166,9,66.34799865,6.922954049
234,7,6.419056034,3.695470606,2.575906146,34.09507462,3.04543956,12.32906676,1.169729993,9,66.43008289,7.097760429
235,7,5.46124651,5.189472622,3.479360845,36.67098077,3.433469814,15.37450632,0.744290718,9,66.51216712,6.521342964
236,7,5.063119046,5.725665114,3.356558324,40.15034161,2.403129818,18.80797613,0.688538434,9,66.59425135,7.976913975
